ZONA;AÑO;SEXO;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18
5;2009;F;36574;37420;36327;34164;33745;33284;35072;39357;40731;38700;34850;33797;33047;32844;31955;27030;21395;26856
5;2010;M;38437;39728;38879;36206;35942;35012;37119;42304;43070;40141;34698;33011;31745;31582;31029;25514;18758;19034
5;2010;F;35737;36690;35932;33514;33361;32990;34560;39293;40585;38579;34708;34042;33100;33296;32332;27309;21768;27838
5;2011;M;38609;39801;39217;36691;36401;35910;37857;42736;44154;41076;35090;33836;32298;32086;31748;26135;19280;19599
5;2011;F;34749;36140;35149;33153;33046;32479;34265;38999;40873;38590;34734;33880;33401;33763;32711;28009;22164;28457
5;2012;M;38682;40161;39086;36264;36542;35989;38118;42957;44593;41480;35542;34025;32711;32864;32639;26638;19730;20058
5;2012;F;34221;35867;34704;32580;32532;32482;34403;39101;40728;38660;35227;34264;33865;33777;33669;28704;23021;29286
5;2013;M;38294;39554;38919;36555;36719;36243;38560;43782;45335;42035;36000;34599;33476;33395;33652;27889;20611;21078
5;2013;F;33935;35359;34351;32640;32275;32533;34942;39320;40977;39139;35622;34896;34339;34373;34513;29379;23524;30504
5;2014;M;38931;40632;39402;37309;37334;37020;39574;44861;46659;43015;37296;35579;34625;34835;34697;28816;21207;22066
5;2014;F;33159;34727;33843;32552;32503;32237;35177;39827;41403;39482;35988;34942;34104;35048;35171;29954;24138;31293
5;2015;M;39379;40405;40036;38059;38027;37494;40161;46033;47610;44101;38461;36482;35541;36444;35856;30163;22365;22944
5;2015;F;33037;34565;33708;32156;32473;32336;34780;39706;41520;39673;36275;35406;34919;35923;35754;30617;24612;32545
5;2016;M;38297;40417;39488;37500;37476;37559;40592;46046;47392;44243;38262;36310;35380;36161;36223;30234;22294;23296
5;2016;F;32473;33597;33372;31562;31713;31700;34548;39573;41842;39587;36537;35370;34738;36004;36300;30983;25069;33099
5;2017;M;37861;39784;38644;37197;37525;37678;40743;45519;47605;44433;38484;36996;35858;36350;36805;30682;23169;23725
5;2017;F;31834;32827;32443;30923;31078;31741;34411;39365;41245;39736;36331;35267;34815;35548;36328;31571;25755;33821
5;2018;M;38007;39450;39096;37287;37817;37545;41037;46429;48072;44853;39129;37231;36196;37076;37153;31500;23533;24271
5;2018;F;30875;31945;31788;30569;30890;31184;34358;38953;41558;39395;36199;35190;34266;36145;36834;31934;26045;34780
5;2019;M;37175;39083;38717;37510;37226;37740;41596;46618;48317;45138;39625;37910;37024;37433;38467;32212;24344;25076
5;2019;F;30011;30958;31165;30096;30344;30754;34167;38782;41062;39000;36007;35240;34609;35897;36991;32060;26238;35262
5;2020;M;36891;38827;38401;37007;37043;37586;41345;46397;48492;45279;39923;38201;37311;38225;38887;33055;24935;25567
5;2020;F;29134;31008;30453;29165;29846;30772;34102;38698;41011;39040;36024;35206;35213;36451;37701;32980;26759;35610
5;2021;M;36183;37971;37051;36223;36677;37465;40788;46497;47970;45117;39461;38175;37248;37887;38880;33148;24915;25915
5;2021;F;28702;29965;29691;28558;29386;30422;33793;38560;41186;39433;35758;35263;35120;36932;37821;33446;27126;36465
5;2022;M;35076;37303;36881;35173;35921;37378;40378;46109;47991;45004;39468;37853;37206;37984;39330;33384;25114;26005
5;2022;F;27847;29280;29187;28485;28574;30301;33763;38400;40611;38866;35795;35279;34833;36710;38442;33968;27688;37372
5;2023;M;34301;36207;35668;34961;35327;36390;40672;45876;47867;44740;39336;38078;37298;38495;39779;33690;25342;26291
5;2023;F;27373;28673;28772;27997;28627;30239;33580;37730;40969;39090;35958;35622;35092;37296;38500;34256;28212;38050
5;2024;M;34149;35673;35625;34533;35563;36823;40229;45874;48145;44664;39755;38061;37454;38590;40216;34702;25863;27169
5;2024;F;26741;28175;28197;27363;28451;29778;33578;38159;40898;39413;36333;35876;35377;37481;39355;34896;28661;38910
5;2025;M;33623;35214;35491;34316;35422;36642;40687;46057;48651;45525;40041;38609;37582;39373;40822;34741;26200;27500
5;2025;F;26011;27442;27542;27271;28073;29535;33376;38262;40564;39243;36823;35860;35639;37606;40047;35267;29385;39608
6;2000;M;56155;56256;53330;47766;45394;40517;38293;43709;43103;39682;31326;29713;27671;23894;18750;13119;8153;6701
6;2000;F;47961;48286;46252;42206;40636;36929;36360;41923;42118;39420;34081;32778;31705;29134;25376;19361;14044;14500
6;2001;M;56460;56802;53643;48568;45744;41573;38876;44814;44355;40929;32770;30177;28450;24892;19568;14179;9135;7507
6;2001;F;48377;49136;46801;42887;41178;38098;37104;42549;42773;39660;34992;33850;31896;29921;26239;20066;14507;15115
6;2002;M;56255;56413;53816;48289;45673;41731;39778;45556;45069;41659;33498;31329;29340;25570;20857;15205;9835;8277
6;2002;F;49133;49610;47324;43435;41744;38476;37999;43318;43484;40402;35711;34353;32867;30680;26416;20934;15305;16269
6;2003;M;55264;56736;53394;48341;45785;42207;39874;46213;45707;41781;33777;31764;29880;26495;21981;16067;10630;9053
6;2003;F;48786;49652;47280;43714;41996;38764;38388;43663;44012;41303;35958;34622;33057;31224;27396;21494;15251;17174
6;2004;M;55993;56669;53678;49180;46685;42375;41085;47370;46525;42773;34267;33039;30762;27607;22937;16950;11460;10365
6;2004;F;48906;49685;47492;43522;41811;38614;38725;43785;44392;41663;36471;35049;33690;31799;27978;22142;16027;17689
6;2005;M;56117;57517;54579;49285;47379;43318;41872;48020;48034;44247;35888;33397;31943;28854;24515;18210;12458;11232
6;2005;F;49061;49719;47657;43990;42402;39338;39042;44630;45369;41927;36926;35667;34119;32353;28609;22863;16860;18232
6;2006;M;56155;56970;54336;49280;47010;43578;42626;48735;48741;44756;36680;34656;32712;29668;25310;19335;13236;11950
6;2006;F;50277;50909;47772;44503;43425;40324;40055;46171;46235;43206;38213;36261;35156;33358;29737;23369;17483;19478
6;2007;M;55104;55098;52815;48174;46438;42672;42169;48421;48417;44779;36479;34928;32592;30477;26140;19798;13984;12605
6;2007;F;49862;51184;49117;44939;43402;40424;41087;46653;46986;44029;38696;37394;36092;34286;30567;24346;18237;20415
6;2008;M;53107;54070;51816;47034;45818;42282;42177;47391;47844;44351;36736;34312;32421;30108;26491;20450;14199;13284
6;2008;F;50906;51819;48974;45570;43920;41535;41332;47183;48195;44846;39410;37915;36590;34864;31611;24957;18785;21287
6;2009;M;52821;53331;51434;46800;44944;42192;42055;48145;48396;44354;36488;34749;33101;30650;27568;21539;14923;14123
6;2009;F;51644;52763;50438;46685;45502;42442;42574;48383;49417;46069;40711;39336;37650;36184;32623;26232;19619;22931
6;2010;M;50992;51970;49782;45787;44571;41736;41743;47184;47856;43799;36696;34685;33093;31151;27785;22170;15596;14690
6;2010;F;52252;52866;51302;47003;45777;42828;43117;49307;49900;46926;41484;39954;38848;37100;33768;27057;20319;23576
6;2011;M;50075;51162;49196;45613;44066;41476;42355;47642;48603;44818;37095;35338;33734;31897;28962;22683;16253;15725
6;2011;F;51965;52922;51028;47219;45612;43743;43665;49977;50669;47422;42322;40800;39364;37909;34351;27718;21084;24444
6;2012;M;49447;50367;49215;45446;44050;41665;42016;48128;48819;45084;37441;36077;34380;32838;30206;23847;16944;16613
6;2012;F;52612;53339;51540;47729;46270;44045;44465;50924;52117;48832;42811;42090;40324;38505;35563;28583;21960;25628
6;2013;M;48605;49665;47917;44736;43914;41467;42068;48179;48706;45271;37659;36064;34266;33116;30761;24658;17714;17492
6;2013;F;53443;55025;52421;49072;47785;45162;45701;52143;53165;49699;44236;42701;41718;40044;36517;29987;23101;27185
6;2014;M;48065;48579;47770;43661;42989;41754;42104;48032;48755;45524;38090;36197;35051;33633;31796;25452;18484;18041
6;2014;F;53992;55030;52652;49235;47631;45551;45875;53147;53883;50382;45011;43464;42054;40393;37777;30606;23627;28138
6;2015;M;47072;48717;46680;43810;42824;41119;42443;48193;49352;45728;38743;36821;35112;34275;32937;26203;19188;18957
6;2015;F;54277;56386;53572;49735;48555;46252;47286;53627;55055;51751;46208;44671;42887;41937;38924;32469;24479;29364
6;2016;M;45634;47554;46007;42930;42700;41026;42265;48612;50022;45920;39061;36818;35664;34720;33747;27390;19988;19915
6;2016;F;54391;56033;54109;49956;48859;47033;47865;54546;56096;52459;46902;45242;44298;42979;39842;33096;25621;30472
6;2017;M;44793;46433;45183;42095;41344;40448;42269;48331;49172;46325;38705;37006;35623;35270;34007;28278;20639;20522
6;2017;F;56122;57035;54828;51037;50167;48040;49868;56412;57424;54527;48011;46906;45142;44515;41870;34134;26625;32214
6;2018;M;44170;45380;44525;41830;41505;40544;42797;48210;50054;45860;39515;37690;36805;36109;35544;28880;21349;21548
6;2018;F;56467;57866;55638;52055;51214;48651;50366;57407;58987;55672;49188;48210;46516;45999;42341;35729;27432;33775
6;2019;M;43241;44530;43668;41153;40801;40829;42475;48476;49682;46052;39796;37602;36640;36751;35855;29765;22129;22573
6;2019;F;56944;58387;55998;52662;51787;49930;51151;58030;59900;56442;50651;49564;47605;46926;44352;36983;28560;35092
6;2020;M;42276;43336;42436;40000;40014;40120;42295;48254;49253;45889;39783;37765;36622;36671;36535;30396;22572;22713
6;2020;F;55775;56759;55458;51835;50705;49128;50716;58039;59405;56089;50295;48656;47273;46509;44618;37179;28708;35392
6;2021;M;40322;42290;41558;39150;39420;38918;42227;47351;48873;45850;39263;37805;36549;37602;37194;30675;22884;23544
6;2021;F;55692;57256;55447;51731;50796;49136;51112;58136;59882;56785;50717;49511;48137;47154;45492;37654;29582;36647
6;2022;M;39392;40774;40759;39388;39094;39246;42056;47269;49821;46138;40036;38348;37255;37625;37950;31610;23845;24278
6;2022;F;55134;56047;54294;51164;50653;48784;50480;57598;59777;56305;50759;48838;47451;47674;45227;37726;29451;36859
6;2023;M;38820;40822;40043;38015;38635;38974;42029;47827;49653;46309;40401;38629;37797;38697;39124;32563;24479;24943
6;2023;F;53461;55168;53823;50251;49126;47836;50106;56684;59054;56267;50242;48495;47760;46873;45560;38040;30093;36957
6;2024;M;37613;39636;38978;37381;38245;38454;41832;47682;49855;46256;40640;38664;37733;39020;39613;33508;25177;25995
6;2024;F;53205;54748;53169;49852;49173;48254;50470;57361;59298;56137;50371;49236;47753;47779;46337;39095;30619;38609
6;2025;M;36300;38179;37716;36817;37242;38381;41811;47342;49403;46256;40482;38770;37899;39184;40296;33991;25922;26646
6;2025;F;52207;53867;52115;48838;48581;47444;49891;57323;59148;55778;50031;49029;47668;47892;46392;39254;30696;39031
7;2000;M;20992;20774;19738;17717;16673;14677;13837;15996;15362;14377;11109;10374;9513;8276;6082;4162;2469;1846
7;2000;F;14194;14682;14063;13111;12862;12410;12884;14745;14999;14113;12577;12350;11989;11841;11132;9265;7357;8954
7;2001;M;20888;20957;19903;17644;16880;14842;14057;16494;15850;14454;11450;10770;9904;8559;6593;4516;2757;2077
7;2001;F;14280;14551;13987;13399;12970;12735;13108;14734;15328;14382;12864;12833;12422;12201;11384;9646;7270;9245
7;2002;M;20901;21087;19824;18104;16894;15183;14342;16369;16508;14929;11773;11039;10353;9038;7011;5063;3168;2481
7;2002;F;14557;14751;14408;13604;13019;12932;13286;15325;15689;14692;13084;13069;12370;12248;12040;9880;7712;9567
7;2003;M;21128;21146;19998;18170;17122;15577;14785;16988;16542;15270;12120;11315;10736;9398;7531;5412;3458;2771
7;2003;F;14476;14961;14752;13477;13371;12968;13384;15524;15876;15086;13337;13062;12862;12823;12176;10297;8184;9871
7;2004;M;20750;21191;19710;17987;17458;15542;14810;17489;17101;15675;12468;11750;11031;9722;8155;5896;3818;3299
7;2004;F;14688;15291;14744;13600;13418;13284;13883;15711;16241;15537;13934;13299;13043;12908;12504;10324;8166;10150
7;2005;M;21111;21047;19996;18340;17492;15812;15346;17489;17429;15895;12803;12011;11472;10216;8538;6322;4324;3648
7;2005;F;14828;15442;15083;13876;13695;13583;14074;16095;16761;15552;14106;13763;13355;13359;12941;11021;8502;10632
7;2006;M;20716;20964;20099;18111;17394;15917;15528;17601;17773;16182;13271;12469;11575;10639;8934;6881;4483;4086
7;2006;F;15374;15497;15117;14309;14158;13758;14544;16291;16942;16371;14577;14259;14044;13640;13557;11210;8816;11142
7;2007;M;20934;21306;20314;18573;17636;16208;15940;18086;18304;16762;13661;12762;12217;11002;9549;7351;4992;4670
7;2007;F;15375;16040;15092;14451;14272;13852;14856;16619;17259;16391;15020;14339;14180;14091;13597;11437;9152;11516
7;2008;M;21020;21277;20432;18493;18095;16292;16272;18754;18829;17220;14087;13204;12710;11632;10199;7860;5374;5115
7;2008;F;15546;15917;15514;14699;14725;14138;14989;17191;17578;17051;15230;14676;14417;14538;14226;12151;9431;11951
7;2009;M;21247;21356;20272;18533;17976;16886;16736;18914;18969;17545;14435;13703;13014;12089;10747;8469;5832;5554
7;2009;F;15501;16083;15702;14611;14456;14198;15116;17110;18076;17060;15245;15091;14747;14658;14535;12241;9555;12241
7;2010;M;20711;20999;20304;18435;17949;16925;16739;19194;19239;17952;14636;14170;13321;12711;11323;8939;6393;6098
7;2010;F;15506;16212;15532;14602;14696;14423;15420;17453;18116;17254;15419;15118;14636;14812;14626;12431;10058;12617
7;2011;M;20435;20951;20068;18484;18280;17304;17164;19502;19880;18212;15164;14494;13850;13125;11871;9407;6741;6475
7;2011;F;15845;16386;16046;15054;14886;14917;15859;17868;18507;17627;16099;15484;15051;15363;14939;12945;10105;13154
7;2012;M;20713;20955;20471;18858;18058;17528;17667;20167;20591;18963;15946;15010;14511;13938;12718;10195;7323;7095
7;2012;F;15785;16371;16272;15399;15110;14971;15966;18280;18997;18092;16211;15697;15728;15742;15437;13203;10437;13601
7;2013;M;20319;20911;20134;18790;18595;17451;17772;20432;20956;19518;16171;15158;14585;14108;13069;10593;7679;7592
7;2013;F;16264;16821;16459;15569;15592;15405;16164;18560;19788;18679;16594;16205;15930;16291;15983;13732;10852;14185
7;2014;M;20569;20811;20104;18750;18580;17761;18293;20759;21046;19718;16468;15703;15018;14940;13926;11290;8279;8106
7;2014;F;16130;17141;16356;15661;15596;15554;16569;19013;19663;18603;16973;16619;16154;16577;16451;13895;11131;14581
7;2015;M;20218;21123;20382;18802;18933;17939;18473;21556;21852;20207;17084;16379;15770;15522;14990;12061;8829;8717
7;2015;F;16517;17255;16831;15820;15829;16013;16945;19418;19860;18846;17345;17039;16667;17085;16861;14536;11482;14976
7;2016;M;20394;21080;20468;18716;18948;18333;19593;22061;22277;21016;17736;16933;16318;16197;15600;12926;9263;9604
7;2016;F;16550;17049;16854;16096;16110;16005;17040;19659;20396;19487;17680;17434;16981;17230;17390;14861;11977;15481
7;2017;M;20526;21221;20280;19334;19216;18897;19988;22350;23388;21453;18237;17889;17224;16857;16581;13491;10038;10282
7;2017;F;17045;17449;17245;16319;16528;16429;17700;19769;20856;19842;17976;17755;17204;17748;17770;15209;12231;16006
7;2018;M;19444;20384;19516;18610;18606;18372;19577;22359;23027;21346;18328;17870;17027;17048;16910;14044;10313;10616
7;2018;F;17064;17496;17408;16745;16495;16687;17945;20411;21497;20777;18512;18108;17982;18150;18215;15804;12690;16734
7;2019;M;19244;20081;19593;18555;18548;18383;19942;22360;23112;21715;18908;17616;17344;17494;17619;14670;10848;11021
7;2019;F;16899;17810;17656;16707;16826;16611;18054;20802;21462;20431;18876;18539;18119;18569;18620;16302;13063;17166
7;2020;M;18421;19067;18702;17926;18048;18194;19492;22241;23040;21750;18558;17850;17372;17716;17978;15003;11094;11668
7;2020;F;17085;17233;17097;16501;16507;16746;18154;20558;21742;20616;18845;18531;18127;18730;18831;16130;13250;17269
7;2021;M;17671;18531;18288;17486;17618;18029;19694;21799;22666;21548;18704;18163;17354;17815;18300;15515;11550;11814
7;2021;F;16744;17339;17317;16612;16620;16904;18101;20662;21547;20750;18865;18498;18145;18866;19219;16362;13471;17401
7;2022;M;16901;17662;17560;16939;17597;17659;19504;22002;22773;21499;18998;17852;17529;18117;18445;15705;11845;12255
7;2022;F;16663;17268;16959;16363;16474;16539;18068;20517;21749;20648;18983;18356;18210;18959;18941;16504;13271;17571
7;2023;M;16557;17283;17173;16817;17260;17674;19706;21740;22806;21732;18857;18391;17714;18637;19220;16352;12267;12876
7;2023;F;16305;16962;16813;15979;16140;16590;17974;20400;21453;20582;18711;18225;17980;18656;18994;16657;13262;17764
7;2024;M;15759;16669;16802;16321;16647;17448;19305;21763;22996;21514;18922;18204;17918;18669;19514;16586;12475;12961
7;2024;F;16267;16800;16451;15851;16003;16199;17907;20219;21796;20657;18851;18305;18234;18690;19351;16705;13615;18191
7;2025;M;15030;16064;15923;16010;15963;17135;19060;21405;22605;21330;19081;18101;17747;18776;19698;16775;12659;13525
7;2025;F;15996;16465;16432;15841;15817;16217;17721;20226;21408;20415;18781;18011;17918;18543;19236;16947;13463;17952
8;2000;M;38378;39011;37891;34394;33868;31773;32078;36391;36763;33745;28389;26648;25636;24461;22186;17570;12663;12027
8;2000;F;36477;37619;36184;33321;32193;30496;30620;34746;35533;33176;29420;28548;27363;26032;23668;18891;14200;16523
8;2001;M;38966;40257;38368;35216;34735;32408;32524;37068;37900;34825;29075;27732;26258;24887;22827;18356;13122;12439
8;2001;F;37430;38288;36540;33563;32835;30659;31416;35218;35927;34322;29599;28877;28126;26702;24614;19632;14950;17152
8;2002;M;40018;41091;38953;36276;35370;33362;33514;38555;39072;35808;30125;28565;27127;25842;23820;18988;13317;13191
8;2002;F;37244;37950;36572;34159;32899;31178;31604;36373;37041;34619;30368;29768;28280;27369;25225;20332;15576;18226
8;2003;M;40562;41177;40109;36425;35846;33901;34006;39445;39949;36959;30565;28978;27773;26794;24491;19494;13758;13412
8;2003;F;37732;38615;36840;34195;33215;31464;31878;36420;37424;34809;30832;29991;28831;27862;25874;20988;15913;18955
8;2004;M;41389;42045;40657;37151;36278;34647;34709;39834;40267;37352;31244;30061;28513;27132;25517;20145;14522;13979
8;2004;F;37748;38888;37410;34616;33672;32244;32356;37296;38051;35573;31641;30962;29640;28809;26912;21826;16573;19857
8;2005;M;41891;42837;41008;38306;37145;35314;35924;40966;41069;38432;32053;30555;29224;27646;25873;20426;14764;14505
8;2005;F;38039;38745;37328;34659;33932;32142;33072;37647;38500;35927;32210;31092;30145;29187;27394;22681;17258;20874
8;2006;M;42565;43527;41830;38516;37721;35769;36334;41406;42325;39030;32838;31248;29616;28748;26607;21105;15427;14903
8;2006;F;38071;38494;37162;34621;33558;32646;33137;37876;38751;36543;32742;31327;30684;29968;27801;22869;17810;21626
8;2007;M;42869;44030;42002;38992;38310;36380;36823;41847;42751;39560;33112;31565;30279;29320;26900;21789;15702;15306
8;2007;F;38077;39163;37894;35074;34514;32456;33885;38872;39924;37542;33329;32660;31518;30736;28951;23435;18296;22166
8;2008;M;42448;44005;42654;39042;38314;36738;37918;42446;43281;40363;33791;31510;30537;29311;27833;22305;15872;15696
8;2008;F;38823;39712;38554;35755;35104;33679;34555;39433;40763;38123;34315;33335;32308;31407;30291;24656;19478;23702
8;2009;M;43253;44640;43045;39610;38973;37182;38106;43426;43977;40507;34258;32505;31052;30194;28230;22798;16160;16067
8;2009;F;37608;38819;37565;35236;34379;33443;33784;38948;40526;38116;34061;33116;31916;31393;30125;24785;19110;23807
8;2010;M;43548;45227;43711;40770;39720;37992;38892;44294;44899;41683;34879;33578;31903;30818;29081;23393;16896;16614
8;2010;F;37674;38594;37346;35085;34404;33468;34708;38997;40709;37941;34414;33269;32533;31884;30655;25676;19974;24857
8;2011;M;44379;45365;44298;40722;40549;38360;39569;45457;45762;42355;35759;34125;32457;31205;29869;24167;17394;17296
8;2011;F;37386;38394;37331;34826;34130;33287;34786;39330;40688;38400;34474;33568;32681;32177;31096;25896;20334;25146
8;2012;M;44691;46109;44477;41553;40680;39253;40024;45418;46674;43137;36017;34479;32860;32281;30355;24752;17988;17488
8;2012;F;36579;37802;36687;34415;33586;33160;34398;39412;40917;38801;34315;33369;32831;32406;31589;26277;20516;25540
8;2013;M;45549;46685;45530;42364;41542;40218;41473;47129;47515;44312;37330;35605;34502;33250;31461;25577;18773;18246
8;2013;F;36094;36983;35652;33845;33537;32458;34487;39122;40377;37957;34067;33025;32633;32444;31604;26460;20779;26311
8;2014;M;45851;47741;45842;42617;42024;40173;41332;47595;47927;44840;37783;35942;34380;33615;32090;26071;18827;18831
8;2014;F;35785;36968;35924;33589;33140;32453;34038;38769;40242;37929;34266;33321;32755;32994;31697;26750;21193;26471
8;2015;M;46625;47783;45976;43225;42216;40706;42139;48250;48558;45727;38455;36835;35158;34296;32623;26605;19307;19243
8;2015;F;35375;36684;35606;33330;33009;32771;34138;38958;40508;38537;34471;33704;32991;32829;32170;27390;21732;27158
8;2016;M;46768;48429;46460;43578;42748;41474;43274;48985;50101;46448;39354;37121;35952;35046;33784;27468;19752;19736
8;2016;F;34859;35900;34911;32630;32607;32161;34216;38544;39561;38404;34703;33525;32843;32868;32293;27447;21589;27647
8;2017;M;47415;48575;47148;44185;43947;42317;43865;49877;51321;47377;39930;38054;36781;36069;34595;27937;20225;20130
8;2017;F;33839;35006;34565;32110;31864;31616;33378;38363;40046;37741;34251;33338;32614;32972;31978;27449;21925;27973
8;2018;M;48084;49501;47949;44956;44112;42366;44874;50768;51724;47981;40342;38484;37048;36613;35154;28637;20934;20617
8;2018;F;33211;34451;33714;31866;31465;31538;33488;38323;39576;37833;33953;33215;32297;32981;32233;27683;22145;28496
8;2019;M;48815;49819;48727;45550;44710;43885;45483;50943;52446;49287;41528;39433;37944;37276;35966;29379;21479;21505
8;2019;F;32129;34017;33026;31559;31178;31565;33281;37745;39303;37162;33839;33125;32386;32846;32485;27873;22176;28447
8;2020;M;48050;49866;48216;45209;44703;43498;45337;51169;52126;48908;41392;39462;38307;37517;36249;29709;21910;21781
8;2020;F;32355;33448;32562;31053;31038;30731;33066;37694;39717;37447;34197;33482;32675;33344;33242;28348;22888;29416
8;2021;M;47670;49189;47789;44623;44085;43004;45240;50756;52389;48283;41254;39246;38008;37261;36042;29641;21796;21879
8;2021;F;32090;33201;32504;30996;30925;31024;33222;37512;39929;37870;34070;33168;33105;33500;33148;28955;23066;29943
8;2022;M;47796;49172;47724;44962;44527;43247;44975;51133;52808;49406;41909;40030;38295;37997;36732;30237;22259;22133
8;2022;F;31901;33088;32260;30425;31217;31371;33333;38291;40151;37942;34552;33841;33710;33972;33859;29159;23500;30662
8;2023;M;46891;48805;47600;44278;44315;42692;44934;51021;52709;49072;42063;39752;38150;37750;36983;30378;22263;22491
8;2023;F;31351;32755;32111;30262;30596;30530;33292;37631;39622;37309;34528;33718;32939;34020;34226;29783;23864;31178
8;2024;M;46648;48221;47052;43886;43529;42899;44843;50648;51954;48110;41497;39448;38086;37992;36961;30005;22033;22624
8;2024;F;30650;31735;31321;30097;30061;30593;33369;37263;39295;37863;34347;33833;32941;34057;34429;29396;23920;31635
8;2025;M;46506;47845;47150;43954;43547;42731;44774;50975;52470;49072;41511;40179;38235;37720;37051;30638;22470;22806
8;2025;F;29683;31444;31105;29748;29693;29901;32837;37388;39655;37411;34483;33577;33154;34148;34810;30083;24086;31740
9;2000;M;62038;63261;60256;55231;52972;48674;48257;55374;55192;51055;41498;39342;37226;34131;29833;22788;15729;14706
9;2000;F;64812;65741;62500;56756;53568;48751;46822;53344;53407;49355;42013;41100;38515;34667;28412;20632;14176;12854
9;2001;M;62304;62989;60554;55190;53219;48983;48769;55512;55153;51638;41712;40267;37716;35004;30929;23601;16505;15417
9;2001;F;65266;65804;62689;56961;54284;49232;48307;54944;54876;51029;43758;42289;39697;36112;30025;22187;15392;14743
9;2002;M;62613;63254;60691;55536;53937;49541;49828;56188;56526;52511;42660;40921;38400;35917;31729;24868;17386;16031
9;2002;F;65890;66274;62765;57463;54706;50010;48132;55503;55565;51334;44350;43068;40862;37402;31469;23613;16885;16242
9;2003;M;62806;64191;62371;56320;54845;50435;50620;57582;57801;53837;43994;41937;39408;36632;33234;25553;18175;17187
9;2003;F;64457;65620;62567;56967;54814;50041;48934;55910;56366;52604;45660;43713;41434;38581;32772;24912;17778;18212
9;2004;M;63248;64992;62446;56981;55399;51394;51822;59231;59169;54865;44951;42938;40309;38054;34310;26532;18894;17886
9;2004;F;64410;65742;62358;57455;55084;50663;49659;56633;56962;53205;46550;44609;42655;39415;34822;26085;18974;20030
9;2005;M;63850;64997;62520;57367;55778;52310;52013;59518;59877;55080;46064;43387;41471;39001;35109;27370;19455;18571
9;2005;F;64943;65341;62773;57009;54951;51249;50525;57865;58680;54249;47415;45997;43110;40651;36023;27854;20448;22106
9;2006;M;64731;66000;63343;58227;56377;53638;53046;60839;61204;56855;47121;45117;42545;40681;36973;29088;20673;19688
9;2006;F;63953;65679;62353;57595;55640;51839;51169;58573;58516;55380;48212;46635;44847;41947;37261;29473;21659;24132
9;2007;M;64150;65559;63429;58207;56801;53220;53818;60931;62171;57040;47832;45708;43198;41255;37500;29804;21130;20558
9;2007;F;64628;65157;62150;57916;56054;52545;52148;59705;60736;56220;50035;48105;46305;43696;39511;31446;23088;26271
9;2008;M;65382;67007;64350;59294;57682;54229;55350;62943;63962;59362;49565;47184;44376;42874;39269;31291;22114;21718
9;2008;F;64164;65474;63064;57743;56032;52767;53110;60440;61428;57982;50653;49152;47331;44703;40976;32817;24704;28308
9;2009;M;66199;67834;65505;59999;58739;55569;56683;64676;65128;60071;50518;48233;45845;44444;40857;32453;23385;22647
9;2009;F;63537;64668;62240;57532;56094;53042;53251;60952;62149;58547;51598;49997;48285;46450;42437;34316;26083;30577
9;2010;M;67028;68493;66344;60882;60075;57191;57949;65937;66802;61630;52439;49189;47355;45385;42053;33933;24577;24164
9;2010;F;63775;65243;62877;58250;56848;53915;54623;62370;64005;60275;53350;52026;49739;48145;44635;36324;28164;33410
9;2011;M;67378;68715;66689;61406;60206;57689;58580;66948;67928;62815;52698;50671;48199;46477;43310;35244;25197;25015
9;2011;F;64797;66260;63463;59075;57846;54846;56193;64394;65443;61710;54933;53181;51706;50159;47219;38404;30048;36169
9;2012;M;67416;68821;66588;62258;61251;58441;59822;67555;69072;64105;53899;51233;49518;47929;44849;36372;25842;25915
9;2012;F;64006;65532;63573;59365;58169;55738;57167;64989;67001;62988;56445;55089;52846;52057;48967;40707;31665;38300
9;2013;M;67520;69099;66845;62272;60989;58500;60737;68802;70368;64980;54792;52675;49850;48715;46142;37412;26931;27031
9;2013;F;63967;66098;63480;59295;58264;55906;58463;66592;68351;64895;57926;56536;54532;53910;51318;42544;32956;40905
9;2014;M;67700;69156;67149;62266;61411;58830;61367;69781;71219;65909;55824;53119;51203;49649;47277;38717;27841;27909
9;2014;F;63261;65243;63115;59727;58711;57068;58955;67602;69632;65770;59175;57373;56137;55687;53382;44244;34774;43378
9;2015;M;68320;70505;68788;63653;63096;60820;62828;70957;73027;67894;57052;54671;52591;51546;49213;40165;29185;29220
9;2015;F;63341;65076;63583;59759;58967;57598;60644;68998;71897;66969;60846;58843;57790;57982;55799;47034;36802;46469
9;2016;M;68306;69562;67635;63493;62567;60884;63551;72071;73707;68016;57689;55232;53231;52299;50486;41520;30364;30303
9;2016;F;62992;64752;63585;59215;58800;58243;61581;69574;73074;68837;61849;60066;59029;59176;58221;49350;39044;49958
9;2017;M;67636;69656;67727;63167;62386;60538;63576;72002;74177;68395;58622;56138;53181;52930;51230;41787;30891;31110
9;2017;F;62295;64229;62355;58936;58604;58207;62576;70451;73868;69451;63146;61408;60553;60777;59891;51469;40924;52214
9;2018;M;66260;68473;66505;62431;62228;60390;63369;72169;73582;68672;58510;55500;53709;52744;51988;42225;31309;31577
9;2018;F;60081;62136;60786;57845;57356;57249;61083;69446;72770;69331;62513;61277;60400;61295;60712;52141;41719;53628
9;2019;M;65475;67656;65909;62084;61717;60525;63623;71235;74004;68774;58520;56549;53721;53414;52340;42966;31787;32633
