ZONA;AÑO;SEXO;ICDO;I01;I02;I03;I04;I05;I06;I07;I08;I09;I10;I11;I12;I13;I14;I15;I16;I17;I18;SE
6;2003;M;71;0;0;0;0;0;0;3;2;5;6;6;7;8;19;8;10;10;12;0
6;2003;M;73;0;1;0;0;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0
6;2003;M;81;1;1;0;0;0;1;2;3;0;2;1;2;2;1;2;2;2;0;0
6;2003;M;82;0;0;0;1;0;1;3;4;2;8;5;7;7;12;10;8;9;10;0
6;2003;M;90;0;0;0;0;0;0;0;2;1;1;1;6;5;5;12;5;9;8;0
6;2003;M;91;0;0;0;0;0;0;0;5;7;5;12;7;14;21;17;26;21;18;0
6;2003;M;99;0;0;0;0;1;2;2;5;11;6;17;27;22;30;35;30;31;29;0
6;2003;F;14;0;0;0;0;0;0;1;1;2;1;2;2;3;2;7;5;3;5;0
6;2003;F;15;0;0;0;0;0;0;0;1;0;0;0;2;1;3;0;2;6;2;0
6;2003;F;16;0;0;0;0;1;2;4;1;5;6;3;11;20;21;26;22;20;31;0
6;2003;F;18;0;0;0;1;0;3;1;10;3;9;8;21;18;29;37;36;30;52;0
6;2003;F;19;0;0;0;1;0;1;0;5;4;6;5;12;11;17;18;18;21;24;0
6;2003;F;22;0;0;0;0;0;0;0;0;3;2;3;2;4;12;9;7;8;18;0
6;2003;F;23;0;0;0;0;0;0;0;1;1;2;3;7;4;11;19;15;10;29;0
6;2003;F;25;0;0;0;0;0;0;0;1;5;1;1;3;2;4;9;8;8;13;0
6;2003;F;32;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0
6;2003;F;34;0;0;0;0;0;2;1;2;1;0;1;4;5;0;6;7;2;5;0
6;2003;F;43;0;1;0;0;1;1;5;3;4;4;3;6;4;4;7;6;4;10;0
6;2003;F;50;1;0;8;14;15;19;25;43;39;48;55;52;65;70;50;67;61;43;0
6;2003;F;53;1;0;0;5;3;9;3;10;8;4;5;5;5;3;7;5;6;4;0
6;2003;F;54;0;0;0;0;1;0;2;0;3;8;7;13;10;16;25;14;10;23;0
6;2003;F;56;0;0;1;1;1;3;4;7;5;10;8;13;23;10;19;18;10;13;0
6;2003;F;64;0;0;0;1;0;0;1;1;3;3;2;2;2;8;8;11;10;5;0
6;2003;F;67;0;0;0;0;0;0;0;1;0;6;3;6;4;6;8;5;7;7;0
6;2003;F;71;0;0;0;0;0;2;0;1;2;2;5;7;3;7;6;3;1;1;0
6;2003;F;73;0;0;0;2;1;2;1;0;3;0;1;3;3;0;1;2;1;1;0
6;2003;F;81;0;0;0;0;1;0;1;0;0;3;1;1;0;0;0;2;0;1;0
6;2003;F;82;0;0;1;0;0;1;0;4;1;7;3;3;4;2;5;6;4;7;0
6;2003;F;90;0;0;0;0;0;0;0;1;1;0;2;3;4;10;7;4;8;13;0
6;2003;F;91;0;0;1;0;0;1;0;3;2;5;4;7;8;9;9;4;12;9;0
6;2003;F;99;0;0;0;1;1;2;0;4;11;8;12;15;17;15;22;25;21;27;0
6;2004;M;14;0;0;0;1;3;3;10;14;26;17;31;34;44;34;49;35;44;47;0
6;2004;M;15;0;0;0;0;0;2;0;2;3;9;6;11;10;14;16;15;7;10;0
6;2004;M;16;0;0;0;0;0;2;4;5;17;12;30;30;63;83;70;75;80;85;0
6;2004;M;18;0;0;0;0;0;0;0;0;6;10;10;26;26;44;52;51;42;70;0
6;2004;M;19;0;0;0;0;1;3;3;8;8;9;15;19;38;34;59;41;31;35;0
6;2004;M;22;0;0;0;0;0;2;2;6;5;8;9;9;18;17;26;23;16;21;0
6;2004;M;23;0;0;0;0;0;0;1;0;2;0;2;1;3;4;5;10;3;10;0
6;2004;M;25;0;0;0;0;0;0;1;1;4;3;4;3;6;9;11;8;9;9;0
6;2004;M;32;0;0;0;1;1;3;6;18;30;34;34;47;58;61;48;71;62;69;0
6;2004;M;34;0;0;0;1;1;3;8;17;18;55;55;82;134;172;202;200;208;253;0
6;2004;M;43;0;0;0;0;1;1;3;1;2;1;1;6;5;4;4;4;2;3;0
6;2004;M;61;0;0;0;0;1;3;8;16;27;48;76;117;154;233;280;269;257;347;0
6;2004;M;62;0;0;0;1;0;1;2;0;1;0;1;0;1;1;0;0;0;0;0
6;2004;M;64;0;0;0;1;0;0;1;0;0;5;2;4;3;7;9;3;4;4;0
6;2004;M;67;0;0;0;0;0;1;4;9;17;40;39;43;65;77;91;123;103;117;0
6;2004;M;71;0;0;0;0;0;2;4;2;7;7;4;10;3;10;10;12;13;7;0
6;2004;M;73;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0
6;2004;M;81;0;1;2;1;0;0;1;0;1;0;2;0;1;2;1;1;1;1;0
6;2004;M;82;0;0;0;0;1;1;4;2;4;5;5;8;6;15;13;9;10;6;0
6;2004;M;90;0;0;0;0;0;0;0;0;0;0;3;8;6;7;12;11;11;11;0
6;2004;M;91;0;0;0;2;0;1;1;0;3;9;14;21;16;23;23;39;24;27;0
6;2004;M;99;0;0;0;0;0;1;1;4;9;11;6;22;28;32;42;37;35;32;0
6;2004;F;14;0;0;0;0;0;0;0;0;2;2;2;3;2;4;3;3;7;4;0
6;2004;F;15;0;0;0;0;0;0;0;0;0;0;1;4;2;6;1;3;3;1;0
6;2004;F;16;0;0;0;0;0;1;0;6;4;5;4;7;16;22;25;32;14;28;0
6;2004;F;18;0;0;0;0;0;2;1;4;6;7;15;20;23;29;35;45;35;50;0
6;2004;F;19;0;0;0;0;1;2;2;4;7;9;8;13;19;22;18;23;20;24;0
6;2004;F;22;0;0;0;0;0;0;0;0;1;0;3;4;4;11;13;13;11;19;0
6;2004;F;23;0;0;0;0;0;0;0;1;1;0;2;7;4;7;14;12;14;15;0
6;2004;F;25;0;0;0;0;0;0;0;0;0;0;2;3;2;10;7;11;7;13;0
6;2004;F;32;0;0;0;0;0;0;1;0;2;1;1;1;0;0;1;0;2;1;0
6;2004;F;34;0;0;0;0;0;0;0;3;1;4;2;2;4;2;1;10;8;5;0
6;2004;F;43;0;0;3;0;3;2;7;2;4;7;8;9;7;10;7;5;4;7;0
6;2004;F;50;1;3;7;12;24;22;28;33;47;53;50;46;64;70;94;69;45;78;0
6;2004;F;53;1;1;5;2;5;5;3;5;11;13;11;5;13;6;5;7;5;6;0
6;2004;F;54;0;0;1;0;0;2;2;4;7;12;10;13;14;18;13;18;23;16;0
6;2004;F;56;0;0;0;1;2;4;2;3;13;10;11;15;21;13;13;20;8;14;0
6;2004;F;64;0;0;0;0;0;1;0;1;2;0;3;3;6;4;5;4;8;7;0
6;2004;F;67;0;0;0;0;1;0;0;3;3;6;3;3;9;12;14;8;6;8;0
6;2004;F;71;0;0;0;0;0;0;1;1;2;0;0;2;5;3;5;1;4;6;0
6;2004;F;73;0;1;0;0;1;2;3;2;2;2;4;1;2;1;4;5;0;1;0
6;2004;F;81;1;0;1;0;0;0;0;1;0;0;1;1;3;1;0;1;1;2;0
6;2004;F;82;0;0;0;0;0;1;1;3;3;4;7;2;6;10;8;8;4;7;0
6;2004;F;90;0;0;0;0;0;0;0;0;0;1;2;8;4;7;7;12;5;11;0
6;2004;F;91;0;0;0;0;0;2;0;2;2;2;7;3;5;8;6;6;5;10;0
6;2004;F;99;0;1;1;0;2;0;1;1;3;11;9;13;22;16;17;24;26;25;0
6;2005;M;14;0;0;0;0;1;2;8;4;26;24;30;36;36;48;52;56;52;49;0
6;2005;M;15;0;0;0;0;0;0;1;2;7;11;7;6;10;17;10;8;11;16;0
6;2005;M;16;0;0;0;0;0;2;3;5;16;13;24;37;44;63;76;80;65;89;0
6;2005;M;18;0;0;0;0;0;0;0;5;4;16;12;30;31;45;59;47;65;67;0
6;2005;M;19;0;0;1;1;1;1;5;6;13;15;18;21;32;41;42;55;37;40;0
6;2005;M;22;0;0;0;0;1;1;0;3;7;10;13;24;20;13;20;26;26;23;0
6;2005;M;23;0;0;0;0;0;0;0;0;0;0;0;3;5;4;10;6;8;6;0
6;2005;M;25;0;0;0;0;0;0;0;0;0;3;5;5;7;6;13;15;13;13;0
6;2005;M;32;0;0;0;3;2;2;9;10;16;38;37;40;48;66;77;79;64;71;0
6;2005;M;34;0;0;0;0;0;5;7;14;27;39;63;97;122;177;193;209;249;259;0
6;2005;M;43;0;0;0;0;2;4;4;4;5;4;8;6;7;3;6;2;4;3;0
6;2005;M;61;0;0;0;1;2;4;10;12;24;47;68;121;173;222;280;269;289;380;0
6;2005;M;62;0;1;0;0;0;0;2;1;0;1;2;2;0;1;2;0;0;0;0
6;2005;M;64;0;0;1;0;1;0;1;4;4;5;3;5;11;6;6;3;6;9;0
6;2005;M;67;0;0;0;0;1;1;4;3;10;25;35;51;63;91;115;134;123;149;0
6;2005;M;71;0;0;0;0;0;1;4;3;4;6;6;11;13;13;9;8;9;7;0
6;2005;M;73;0;0;1;2;0;0;2;0;1;1;0;0;0;0;1;1;0;1;0
6;2005;M;81;1;0;0;0;1;4;2;2;1;0;2;3;4;0;3;4;2;0;0
6;2005;M;82;0;0;0;0;1;1;1;6;4;8;5;12;11;7;13;8;4;6;0
6;2005;M;90;0;0;1;0;0;0;1;0;1;4;1;1;10;3;8;9;9;11;0
6;2005;M;91;0;0;0;0;1;0;2;2;9;9;9;18;22;30;33;26;28;30;0
6;2005;M;99;0;0;0;0;1;1;1;3;8;8;11;15;26;38;26;25;28;31;0
6;2005;F;14;0;0;0;0;0;1;0;2;2;0;6;3;4;6;5;8;5;6;0
6;2005;F;15;0;0;0;1;0;0;0;0;0;0;0;2;1;1;3;0;1;0;0
6;2005;F;16;0;0;0;0;0;2;1;1;6;11;4;14;22;24;18;20;18;33;0
6;2005;F;18;0;0;0;0;1;2;4;7;13;9;14;22;25;32;37;45;33;54;0
6;2005;F;19;0;0;0;0;0;3;1;6;9;4;10;15;15;21;19;26;11;22;0
6;2005;F;22;0;0;0;0;0;0;0;1;0;1;2;4;8;6;7;13;13;22;0
6;2005;F;23;0;0;0;0;0;0;0;1;0;1;2;1;7;11;10;13;13;22;0
6;2005;F;25;0;0;0;0;0;0;2;0;1;1;0;3;6;3;14;7;13;12;0
6;2005;F;32;0;0;0;0;0;0;0;1;1;0;1;0;3;0;1;1;0;1;0
6;2005;F;34;0;0;0;0;0;0;0;1;1;2;2;6;5;4;4;7;3;6;0
6;2005;F;43;0;0;0;1;5;4;5;2;7;5;14;10;5;10;6;8;1;6;0
6;2005;F;50;3;3;5;11;19;13;28;44;52;47;62;67;81;79;63;67;58;52;0
6;2005;F;53;0;0;2;2;2;4;7;6;12;7;7;7;6;6;8;7;9;4;0
6;2005;F;54;0;0;0;0;2;0;3;5;8;7;10;11;13;14;23;13;15;19;0
6;2005;F;56;0;0;0;2;5;5;3;5;8;10;13;12;11;20;17;16;7;18;0
6;2005;F;64;0;0;0;0;0;0;1;0;2;4;7;3;4;3;7;11;7;8;0
6;2005;F;67;0;0;0;0;0;0;2;0;4;3;3;5;8;4;10;10;10;11;0
6;2005;F;71;0;0;0;0;0;1;0;1;0;1;2;4;7;7;4;4;4;8;0
6;2005;F;73;0;0;1;0;2;0;2;2;4;4;3;1;1;2;5;3;1;2;0
6;2005;F;81;0;0;0;0;0;2;0;0;0;1;2;0;2;4;3;2;2;0;0
6;2005;F;82;0;0;0;0;0;2;3;2;2;2;2;7;7;9;5;9;8;10;0
6;2005;F;90;0;0;0;1;0;0;0;1;0;0;3;5;7;4;6;8;10;16;0
6;2005;F;91;0;0;0;0;0;1;1;3;2;5;6;4;8;8;6;5;6;6;0
6;2005;F;99;0;0;0;2;0;1;0;3;13;6;9;12;16;21;32;24;14;22;0
6;2006;M;14;0;0;2;1;2;1;7;13;17;17;21;27;34;53;47;44;50;41;0
6;2006;M;15;0;0;0;0;1;0;1;2;10;6;13;11;9;10;14;12;15;12;0
6;2006;M;16;0;0;0;0;1;3;0;9;6;22;16;37;49;67;74;98;79;108;0
6;2006;M;18;0;0;0;0;0;0;0;4;8;9;14;20;38;52;77;72;64;75;0
6;2006;M;19;0;0;0;0;0;3;4;10;9;11;20;22;30;38;51;49;39;70;0
6;2006;M;22;0;0;0;0;0;0;2;8;4;7;11;15;23;21;25;20;26;27;0
6;2006;M;23;0;0;0;0;0;0;0;0;1;0;2;7;4;2;7;5;4;11;0
6;2006;M;25;0;0;0;0;1;2;1;0;0;3;6;7;8;8;10;14;6;12;0
6;2006;M;32;0;0;0;2;1;8;16;11;28;37;29;49;49;44;85;77;52;56;0
6;2006;M;34;0;0;0;1;1;3;8;17;18;50;67;87;140;159;203;211;235;266;0
6;2006;M;43;0;0;1;0;2;2;0;4;2;2;5;2;4;9;3;5;2;2;0
6;2006;M;61;0;0;0;0;2;3;6;20;36;63;67;147;170;234;300;377;321;406;0
6;2006;M;62;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0
6;2006;M;64;0;0;0;0;1;0;1;0;5;3;2;6;10;7;11;9;10;6;0
6;2006;M;67;0;0;0;1;0;3;6;15;25;43;39;49;78;108;127;120;119;141;0
6;2006;M;71;0;0;0;0;0;0;0;3;2;4;9;8;9;10;10;13;7;10;0
6;2006;M;73;0;0;1;0;0;1;1;0;0;1;1;0;0;2;0;0;0;0;0
6;2006;M;81;0;0;0;0;1;1;2;1;0;1;4;0;1;0;2;3;0;0;0
6;2006;M;82;0;0;0;0;0;1;3;5;5;6;13;10;10;12;13;15;9;10;0
6;2006;M;90;0;0;0;0;0;0;2;0;3;5;3;4;9;6;6;10;9;13;0
6;2006;M;91;0;0;0;0;0;0;1;4;4;9;10;16;30;17;33;32;34;37;0
6;2006;M;99;0;0;0;0;0;0;0;4;8;8;14;28;18;40;22;46;45;38;0
6;2006;F;14;0;0;0;0;0;0;0;2;0;0;1;9;6;4;8;2;9;3;0
6;2006;F;15;0;0;0;0;0;0;0;1;0;0;2;0;0;1;2;5;1;2;0
6;2006;F;16;0;0;0;0;0;1;3;2;4;5;8;15;14;24;23;24;28;28;0
6;2006;F;18;0;0;0;0;2;0;1;3;14;11;19;19;30;39;33;35;47;61;0
6;2006;F;19;0;0;0;0;2;2;2;4;6;9;8;14;12;21;21;22;19;28;0
6;2006;F;22;0;0;0;0;0;0;0;1;3;2;1;4;4;8;11;8;12;14;0
6;2006;F;23;0;0;0;0;0;0;0;2;1;0;3;2;5;13;11;17;17;18;0
6;2006;F;25;0;0;0;0;0;0;0;0;0;4;2;2;3;9;6;8;8;21;0
6;2006;F;32;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0
6;2006;F;34;0;0;0;0;0;0;1;1;0;2;0;5;4;8;10;10;7;3;0
6;2006;F;43;0;0;0;0;1;1;4;4;7;10;8;6;6;10;2;6;6;10;0
6;2006;F;50;0;2;10;8;21;27;31;41;53;51;56;75;74;95;74;77;57;69;0
6;2006;F;53;1;0;1;2;5;5;6;3;8;7;3;9;6;10;9;6;8;11;0
6;2006;F;54;0;0;0;0;1;0;3;1;3;6;6;11;20;17;17;20;19;25;0
6;2006;F;56;0;0;2;1;3;2;3;4;10;7;13;15;16;15;17;15;10;15;0
6;2006;F;64;0;0;0;1;0;1;1;2;0;4;4;3;6;8;7;6;6;5;0
6;2006;F;67;0;0;0;0;1;1;1;3;5;1;10;9;11;11;9;4;9;11;0
6;2006;F;71;0;0;1;2;1;0;1;1;0;5;2;6;2;9;2;5;4;5;0
6;2006;F;73;0;0;0;1;1;2;1;7;4;5;2;1;3;3;3;3;1;4;0
6;2006;F;81;0;1;1;0;0;0;0;1;0;0;2;0;1;1;1;1;0;0;0
6;2006;F;82;0;0;0;1;0;1;1;3;0;4;3;4;7;15;9;13;8;13;0
6;2006;F;90;0;0;0;0;0;0;0;2;1;1;3;5;10;10;11;8;8;17;0
6;2006;F;91;0;0;0;1;2;1;3;1;5;0;5;5;2;7;9;6;7;20;0
6;2006;F;99;0;0;0;1;1;2;2;5;8;8;14;16;14;23;23;25;21;29;0
6;2007;M;14;0;0;1;1;2;2;5;13;8;23;27;27;44;45;60;57;46;45;0
6;2007;M;15;0;0;0;0;0;2;1;2;1;5;9;4;9;15;19;10;12;10;0
6;2007;M;16;0;0;0;0;0;1;4;4;15;26;22;33;57;61;89;74;84;84;0
6;2007;M;18;0;0;0;0;0;1;0;4;10;11;14;28;39;62;53;81;77;84;0
6;2007;M;19;0;0;0;0;2;2;3;5;16;15;11;24;39;34;44;50;40;48;0
6;2007;M;22;0;0;1;0;0;0;1;3;6;9;21;22;13;34;34;26;31;31;0
6;2007;M;23;0;0;0;0;0;1;0;1;0;0;1;2;2;5;10;12;8;3;0
6;2007;M;25;0;0;0;0;0;0;0;1;1;4;3;3;13;11;12;13;14;14;0
6;2007;M;32;0;0;0;1;1;3;4;9;27;28;36;30;55;55;77;66;64;57;0
6;2007;M;34;0;0;0;0;1;1;6;13;26;40;66;75;148;167;216;223;206;276;0
6;2007;M;43;0;0;0;1;1;1;2;1;3;2;4;4;5;6;4;5;3;5;0
6;2007;M;61;0;0;0;0;1;1;4;20;28;44;68;110;167;260;295;357;352;426;0
6;2007;M;62;0;0;0;0;1;1;0;0;0;3;2;1;1;0;0;0;2;0;0
6;2007;M;64;0;0;0;0;0;1;3;3;5;5;3;5;5;4;9;9;4;17;0
6;2007;M;67;0;0;0;0;1;1;4;8;14;25;50;66;97;122;139;158;132;161;0
6;2007;M;71;0;0;0;0;1;1;1;1;4;7;5;7;10;9;4;5;4;15;0
6;2007;M;73;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0
6;2007;M;81;0;1;0;0;1;1;0;1;2;5;0;2;1;4;3;2;1;0;0
6;2007;M;82;0;0;0;0;2;2;6;4;5;7;14;10;14;12;10;12;15;12;0
6;2007;M;90;0;0;0;1;0;0;0;2;0;2;3;3;7;7;16;5;12;15;0
6;2007;M;91;0;0;0;0;1;0;0;0;4;14;12;9;19;21;27;37;25;31;0
6;2007;M;99;0;0;0;0;0;3;2;4;10;14;17;15;24;28;47;37;28;26;0
6;2007;F;14;0;0;0;0;0;0;0;0;1;4;3;4;4;6;4;7;7;8;0
6;2007;F;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;2;0
6;2007;F;16;0;0;0;0;1;0;1;4;5;5;6;12;15;18;13;21;26;28;0
6;2007;F;18;0;0;0;0;2;0;4;3;4;9;15;19;30;38;51;44;42;71;0
6;2007;F;19;0;0;0;1;0;1;1;6;6;15;9;12;16;16;14;24;27;30;0
6;2007;F;22;0;0;0;0;0;0;0;0;2;1;1;1;3;7;10;9;13;13;0
6;2007;F;23;0;0;0;0;0;0;0;1;0;0;2;1;3;6;16;14;16;23;0
6;2007;F;25;0;0;0;0;0;0;0;1;2;0;1;1;5;9;7;11;13;13;0
6;2007;F;32;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;0
6;2007;F;34;0;0;0;0;1;0;0;0;1;7;3;11;2;10;10;11;11;13;0
6;2007;F;43;0;2;6;2;5;1;3;8;15;3;5;6;10;8;9;6;3;8;0
6;2007;F;50;1;5;8;14;13;16;25;40;50;51;65;56;78;76;90;81;67;64;0
6;2007;F;53;1;5;4;4;2;3;2;6;7;4;5;7;8;9;9;6;5;10;0
6;2007;F;54;0;0;0;0;2;2;4;3;5;10;11;13;14;27;22;29;16;29;0
6;2007;F;56;0;0;0;3;4;3;4;7;3;8;8;9;10;17;16;22;8;20;0
6;2007;F;64;0;0;0;0;1;0;2;2;2;1;5;5;10;3;17;9;8;12;0
6;2007;F;67;0;0;0;0;0;0;1;1;2;3;5;8;12;13;12;11;10;15;0
6;2007;F;71;0;0;0;0;0;0;1;4;1;2;3;4;4;7;9;6;3;5;0
6;2007;F;73;0;1;1;1;3;0;1;8;1;3;3;4;0;3;3;4;5;0;0
6;2007;F;81;0;0;1;0;1;1;1;1;1;2;1;2;3;2;1;0;0;0;0
6;2007;F;82;0;0;0;0;0;1;3;3;3;3;6;8;11;11;9;6;7;8;0
6;2007;F;90;0;0;0;0;0;0;0;1;1;3;1;4;4;7;8;9;7;14;0
6;2007;F;91;0;0;0;0;1;4;0;3;1;3;4;4;8;7;7;10;5;8;0
6;2007;F;99;0;0;0;0;0;1;0;3;5;10;8;7;16;22;19;23;23;34;0
6;2008;M;14;0;0;1;1;3;4;2;9;16;21;26;34;27;42;52;49;48;40;0
6;2008;M;15;0;0;0;0;1;0;0;5;4;6;6;11;13;13;10;17;16;22;0
6;2008;M;16;0;0;0;0;0;0;1;8;8;14;28;37;52;51;70;94;73;89;0
6;2008;M;18;0;0;0;0;0;0;1;5;5;10;16;37;36;63;72;79;92;104;0
6;2008;M;19;0;0;0;0;1;2;1;7;8;18;13;37;42;47;52;61;46;49;0
6;2008;M;22;0;0;0;0;1;0;8;1;4;10;6;11;17;20;31;17;28;27;0
6;2008;M;23;0;0;0;0;0;0;0;0;0;0;5;2;0;5;5;6;9;7;0
6;2008;M;25;0;0;0;0;0;0;1;0;3;2;3;8;9;8;12;14;10;15;0
6;2008;M;32;0;0;0;2;1;5;3;11;13;25;35;38;45;61;53;57;29;55;0
6;2008;M;34;0;0;0;0;2;2;6;16;26;55;52;86;106;186;225;204;215;311;0
6;2008;M;43;0;0;0;0;0;1;3;3;2;3;6;0;3;2;4;10;2;7;0
6;2008;M;61;0;0;0;0;0;1;5;15;36;51;77;114;163;243;312;338;358;495;0
6;2008;M;62;0;0;0;1;3;4;0;0;1;2;2;1;2;1;0;0;0;1;0
6;2008;M;64;0;0;0;0;0;0;1;5;1;6;3;5;7;7;10;10;6;11;0
6;2008;M;67;0;0;0;0;2;2;3;10;17;40;38;72;83;124;149;170;133;159;0
6;2008;M;71;0;0;0;0;0;0;2;1;3;3;5;10;15;10;15;10;8;9;0
6;2008;M;73;0;0;0;0;0;0;0;3;2;0;1;3;1;1;0;0;1;0;0
6;2008;M;81;0;0;0;1;0;0;1;2;0;1;0;2;2;5;0;2;1;2;0
6;2008;M;82;0;0;1;3;1;1;1;3;7;7;7;11;8;13;21;12;10;10;0
6;2008;M;90;0;0;0;0;0;0;0;3;2;2;4;3;7;6;17;12;12;9;0
6;2008;M;91;0;0;0;0;0;0;4;1;3;6;10;12;10;22;24;40;23;43;0
6;2008;M;99;0;0;0;0;1;1;3;7;3;12;10;12;23;22;36;33;30;37;0
6;2008;F;14;0;0;0;1;0;1;0;1;2;2;4;3;5;3;5;6;5;8;0
6;2008;F;15;0;0;0;0;0;0;0;0;0;0;0;1;5;1;0;2;1;1;0
6;2008;F;16;0;0;0;0;0;0;0;4;4;2;5;14;13;12;17;15;29;25;0
6;2008;F;18;0;0;0;0;0;2;4;1;8;7;10;17;29;43;39;52;48;77;0
6;2008;F;19;0;0;0;1;1;3;3;5;6;7;8;11;13;16;29;26;21;27;0
6;2008;F;22;0;0;0;0;0;0;0;0;1;1;3;5;6;4;6;10;17;15;0
6;2008;F;23;0;0;0;0;0;0;0;0;0;2;3;5;8;8;11;7;17;25;0
6;2008;F;25;0;0;0;0;0;0;0;1;1;3;5;5;5;8;7;10;9;27;0
6;2008;F;32;0;0;0;0;0;1;0;1;0;1;2;0;1;1;0;3;3;1;0
6;2008;F;34;0;0;0;0;0;1;2;2;5;1;5;7;5;8;8;9;6;7;0
6;2008;F;43;1;1;0;5;5;3;3;7;5;8;8;7;6;9;5;4;5;3;0
6;2008;F;50;1;3;6;14;20;32;27;38;66;69;65;73;87;89;84;77;76;76;0
6;2008;F;53;0;1;3;2;2;5;5;7;14;9;9;7;10;7;7;6;8;10;0
6;2008;F;54;0;0;0;0;0;1;1;4;12;8;10;14;27;19;17;22;24;30;0
6;2008;F;56;0;0;1;2;2;6;2;7;10;12;5;5;12;19;16;20;20;20;0
6;2008;F;64;0;0;0;0;0;0;0;1;1;5;3;6;4;6;6;9;8;11;0
6;2008;F;67;0;0;0;1;0;1;0;2;3;6;5;7;6;8;10;12;14;21;0
6;2008;F;71;0;0;0;0;0;1;0;0;3;2;2;1;6;6;5;5;5;10;0
6;2008;F;73;0;3;1;0;2;0;1;3;3;4;4;4;3;3;2;4;3;5;0
6;2008;F;81;0;0;1;0;0;0;0;0;0;2;1;1;1;2;1;0;0;1;0
6;2008;F;82;0;0;0;1;0;1;3;7;7;7;8;9;7;9;11;15;6;15;0
6;2008;F;90;0;0;0;0;0;0;0;0;0;4;1;4;3;10;10;10;10;15;0
6;2008;F;91;0;0;0;1;0;0;1;1;3;2;4;2;9;10;14;15;12;11;0
6;2008;F;99;0;0;0;0;1;1;2;4;4;11;15;19;15;15;13;21;17;24;0
6;2009;M;14;0;0;0;0;0;1;6;16;13;20;15;27;35;55;60;50;36;41;0
6;2009;M;15;0;0;1;1;0;1;1;1;6;2;5;12;12;7;17;11;11;20;0
6;2009;M;16;0;0;0;0;0;0;3;3;6;16;22;36;41;58;69;69;75;81;0
6;2009;M;18;0;0;0;0;0;0;1;2;4;11;18;29;44;65;77;104;97;111;0
6;2009;M;19;0;0;0;0;0;2;5;2;6;19;22;22;27;50;58;46;48;67;0
6;2009;M;22;0;0;0;0;1;1;2;3;4;4;20;18;16;15;24;35;26;33;0
6;2009;M;23;0;0;0;0;0;0;0;0;0;2;5;3;3;5;10;9;8;14;0
6;2009;M;25;0;0;0;0;0;0;0;2;3;4;3;7;8;9;23;10;11;18;0
6;2009;M;32;0;0;0;1;0;2;3;11;16;18;29;27;45;48;55;61;51;61;0
6;2009;M;34;0;0;0;0;1;2;6;13;23;52;61;91;124;171;224;258;224;315;0
6;2009;M;43;0;0;1;0;1;2;2;3;5;3;3;4;4;6;4;8;1;3;0
6;2009;M;61;0;0;1;0;1;4;3;14;35;43;66;108;168;258;352;380;381;500;0
6;2009;M;62;0;0;0;0;0;0;1;1;1;0;1;1;0;1;2;0;0;1;0
6;2009;M;64;0;0;0;0;1;1;2;0;2;7;2;7;4;12;17;16;7;16;0
6;2009;M;67;0;0;1;1;1;1;4;9;12;33;53;55;96;112;149;172;155;203;0
6;2009;M;71;0;0;0;0;0;1;1;5;2;5;7;8;10;17;6;14;12;10;0
6;2009;M;73;0;0;0;0;0;0;0;2;1;3;2;3;0;1;0;1;0;1;0
6;2009;M;81;0;1;0;0;1;0;0;0;2;2;6;0;0;1;0;3;0;1;0
6;2009;M;82;0;0;0;0;0;2;4;9;11;8;6;13;10;11;15;17;13;14;0
6;2009;M;90;0;0;0;0;0;0;1;0;4;1;1;5;7;11;11;9;7;11;0
6;2009;M;91;0;0;0;0;1;0;2;0;4;5;14;14;18;18;29;31;23;34;0
6;2009;M;99;0;0;0;0;0;0;0;4;11;6;12;15;25;23;37;31;31;38;0
6;2009;F;14;0;0;0;0;0;0;0;1;5;4;3;1;6;6;7;6;4;9;0
6;2009;F;15;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;1;4;0
6;2009;F;16;0;0;0;0;0;0;0;3;2;10;10;9;9;24;22;21;20;26;0
6;2009;F;18;0;0;0;0;0;0;2;3;8;12;8;30;33;50;57;51;50;76;0
6;2009;F;19;0;0;0;1;2;0;2;5;8;6;16;11;13;24;26;32;20;26;0
6;2009;F;22;0;0;0;0;0;0;0;0;3;1;3;4;5;5;7;9;15;15;0
6;2009;F;23;0;0;0;0;0;0;0;1;1;0;2;2;2;7;15;14;19;23;0
6;2009;F;25;0;0;0;0;0;1;0;1;0;0;2;5;7;8;13;17;6;21;0
6;2009;F;32;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0
6;2009;F;34;0;0;0;0;0;0;0;1;4;4;4;4;6;3;8;6;14;14;0
6;2009;F;43;0;0;2;1;2;1;6;3;8;11;7;5;10;9;8;7;6;4;0
6;2009;F;50;0;4;5;12;15;24;39;51;53;62;47;74;78;114;95;98;68;92;0
6;2009;F;53;0;1;1;4;4;4;4;7;9;10;7;4;6;7;10;10;8;5;0
